index,Time(sec),Force(kN),Jaw(mm),PowAngle(deg),Power(W),Pram,PTemp,Strain,Stress(MPa),Stroke(mm),TC1(C),wedge(mm)
2515,195.3921,4.5611734,0.26615521,0.0,0,9.6668634,0.0,0.017703854,56.988918,9.7521763,460.16989,-9.2332315
2516,195.3923,4.5563335,0.26313394,0.0,0,9.6638632,0.0,0.017678771,56.978611,9.7487507,460.24585,-9.2328119
2517,195.3925,4.5541792,0.26659387,0.0,0,9.6608629,0.0,0.018133814,56.970085,9.7464066,460.32184,-9.2321262
2518,195.3927,4.54424,0.27531466,0.0,0,9.6578636,0.0,0.018340696,56.869946,9.7429619,460.39783,-9.2320948
2519,195.3929,4.54283,0.27350533,0.0,0,9.6548634,0.0,0.018224729,56.807552,9.7402039,460.47382,-9.2325077
2520,195.3931,4.5492725,0.27575198,0.0,0,9.6518641,0.0,0.018697849,56.813442,9.7373629,460.5498,-9.2323141
2521,195.3933,4.5517745,0.28289142,0.0,0,9.6488638,0.0,0.018960705,56.823559,9.7334614,460.62579,-9.2323141
2522,195.3935,4.5637121,0.28198281,0.0,0,9.6458635,0.0,0.018777728,56.97134,9.731782,460.70178,-9.232482
2523,195.3937,4.5787067,0.28416109,0.0,0,9.6428633,0.0,0.019174743,57.150288,9.7301493,460.77774,-9.2328272
2524,195.3939,4.5934443,0.29071689,0.0,0,9.639863,0.0,0.019551434,57.327087,9.7256393,460.85373,-9.2331705
2525,195.3941,4.5977445,0.29069483,0.0,0,9.6368628,0.0,0.01940644,57.420891,9.7197609,460.92972,-9.2342739
2526,195.3943,4.5853958,0.29305321,0.0,0,9.6338634,0.0,0.019779559,57.27887,9.7175808,461.00571,-9.2347469
2527,195.3945,4.5755033,0.29862759,0.0,0,9.6308632,0.0,0.020169968,57.156548,9.7156782,461.0817,-9.2342768
2528,195.3947,4.5750151,0.29837024,0.0,0,9.6278639,0.0,0.019978063,57.139568,9.7123098,461.15768,-9.2337418
2529,195.3949,4.5769281,0.30008787,0.0,0,9.6248636,0.0,0.020305384,57.107876,9.7097054,461.23364,-9.2331371
2530,195.3951,4.5794287,0.3054899,0.0,0,9.6218634,0.0,0.020704998,57.096279,9.707077,461.30963,-9.2326498
2531,195.3953,4.5868788,0.30741349,0.0,0,9.6188631,0.0,0.020542786,57.165337,9.704504,461.38562,-9.2324562
2532,195.3955,4.6001787,0.30991107,0.0,0,9.6158638,0.0,0.020834938,57.281521,9.7014971,461.46161,-9.2329044
2533,195.3957,4.6082344,0.31302947,0.0,0,9.6128635,0.0,0.02119278,57.391048,9.7004004,461.5376,-9.2329311
2534,195.3959,4.6121464,0.31559798,0.0,0,9.6098633,0.0,0.021087334,57.467743,9.6977072,461.61359,-9.2328949
2535,195.3961,4.6146889,0.31849533,0.0,0,9.606863,0.0,0.021330893,57.492153,9.6941605,461.68954,-9.2329473
2536,195.3963,4.6125937,0.31963879,0.0,0,9.6038637,0.0,0.021701198,57.513905,9.6915789,461.76553,-9.2329721
2537,195.3965,4.6092372,0.32353336,0.0,0,9.6008635,0.0,0.021673322,57.476002,9.6901073,461.84152,-9.2335119
2538,195.3967,4.6054125,0.3274751,0.0,0,9.5978632,0.0,0.021916946,57.37756,9.6871691,461.91751,-9.2341013
2539,195.3969,4.6036549,0.32805383,0.0,0,9.5948629,0.0,0.022335017,57.278957,9.6830454,461.9935,-9.2343721
2540,195.3971,4.6018138,0.33260161,0.0,0,9.5918636,0.0,0.022364264,57.303604,9.6794252,462.06949,-9.2343779
2541,195.3973,4.6062212,0.33676621,0.0,0,9.5888634,0.0,0.022540862,57.395123,9.6761866,462.14545,-9.234004
2542,195.3975,4.6230497,0.33573869,0.0,0,9.5858631,0.0,0.022838546,57.476902,9.6747885,462.22144,-9.2332573
2543,195.3977,4.6380401,0.34094691,0.0,0,9.5828629,0.0,0.022965362,57.668793,9.6723938,462.29742,-9.2326813
2544,195.3979,4.6421738,0.34679028,0.0,0,9.5798635,0.0,0.023183336,57.830196,9.668047,462.37341,-9.2324457
2545,195.3981,4.6397009,0.34479296,0.0,0,9.5768633,0.0,0.023431452,57.793915,9.6642332,462.4494,-9.2324991
2546,195.3983,4.6469088,0.34963232,0.0,0,9.573864,0.0,0.023618584,57.758636,9.6618996,462.52539,-9.232708
2547,195.3985,4.6481414,0.35610238,0.0,0,9.5708637,0.0,0.023773355,57.789928,9.6608343,462.60138,-9.2327414
2548,195.3987,4.6394706,0.3536301,0.0,0,9.5678635,0.0,0.023915861,57.759605,9.6591511,462.67734,-9.2330704
2549,195.3989,4.638309,0.35811371,0.0,0,9.5648632,0.0,0.024160895,57.720974,9.6555309,462.73566,-9.2331553
2550,195.3991,4.6385598,0.3652907,0.0,0,9.5618639,0.0,0.024344219,57.674118,9.6511688,462.77634,-9.2333918
2551,195.3993,4.6535597,0.36180678,0.0,0,9.5588636,0.0,0.024469463,57.777374,9.6465549,462.81702,-9.2331476
2552,195.3995,4.6738143,0.36576629,0.0,0,9.5558634,0.0,0.024735795,58.020359,9.6428738,462.85767,-9.2328424
2553,195.3997,4.6881852,0.37451026,0.0,0,9.5528631,0.0,0.024938786,58.208344,9.6409683,462.89835,-9.2329702
2554,195.3999,4.6951261,0.37153345,0.0,0,9.5498638,0.0,0.025064765,58.286171,9.6363039,462.939,-9.2327318
2555,195.4001,4.6983953,0.37533793,0.0,0,9.5468636,0.0,0.025471024,58.277931,9.630228,462.97968,-9.2330322
2556,195.4003,4.7044954,0.38435009,0.0,0,9.5438643,0.0,0.025717307,58.305458,9.6291428,463.02036,-9.233223
2557,195.4005,4.6997995,0.38206744,0.0,0,9.540864,0.0,0.025745682,58.317348,9.6277218,463.061,-9.2336149
2558,195.4007,4.6931868,0.38673809,0.0,0,9.5378637,0.0,0.026225211,58.219345,9.6242399,463.10168,-9.2341003
2559,195.4009,4.6930737,0.39598015,0.0,0,9.5348635,0.0,0.026445797,58.209461,9.6174679,463.14233,-9.2342052
2560,195.4011,4.6940155,0.39277589,0.0,0,9.5318632,0.0,0.026388248,58.271889,9.6129036,463.18301,-9.2342281
2561,195.4013,4.7048979,0.39584634,0.0,0,9.5288639,0.0,0.026908237,58.285347,9.6116905,463.22369,-9.2335234
2562,195.4015,4.7148566,0.40448207,0.0,0,9.5258636,0.0,0.027127137,58.368519,9.6094217,463.26434,-9.2322941
2563,195.4017,4.719429,0.40238085,0.0,0,9.5228634,0.0,0.026959082,58.476551,9.605731,463.30502,-9.2316675
2564,195.4019,4.726614,0.40482822,0.0,0,9.5198641,0.0,0.027437652,58.446861,9.6023579,463.34567,-9.2316828
2565,195.4021,4.7320275,0.41268721,0.0,0,9.5168638,0.0,0.027817117,58.459671,9.6001577,463.38635,-9.2321367
2566,195.4023,4.7302518,0.41271248,0.0,0,9.5138636,0.0,0.027722469,58.584423,9.5962534,463.42703,-9.2326241
2567,195.4025,4.7250805,0.41499355,0.0,0,9.5108633,0.0,0.028141659,58.541744,9.5920429,463.46768,-9.2327223
2568,195.4027,4.7185555,0.42140645,0.0,0,9.507863,0.0,0.028489167,58.338478,9.5887966,463.50836,-9.2327719
2569,195.4029,4.7131515,0.4222011,0.0,0,9.5048637,0.0,0.0283341,58.327847,9.5897007,463.54901,-9.2339268
2570,195.4031,4.7122426,0.42396089,0.0,0,9.5018635,0.0,0.028747108,58.285236,9.5876045,463.58969,-9.2344141
2571,195.4033,4.7163539,0.42902929,0.0,0,9.4988632,0.0,0.029142622,58.231922,9.5788546,463.63037,-9.2336683
2572,195.4035,4.7218142,0.43043742,0.0,0,9.4958639,0.0,0.028967543,58.370037,9.5736351,463.67102,-9.2330933
2573,195.4037,4.7283258,0.43277553,0.0,0,9.4928637,0.0,0.029313356,58.50798,9.5720863,463.7117,-9.2320538
2574,195.4039,4.7410955,0.43703783,0.0,0,9.4898634,0.0,0.029713495,58.638039,9.5706968,463.75235,-9.2318649
2575,195.4041,4.7479229,0.43931928,0.0,0,9.4868631,0.0,0.029571896,58.735165,9.5676413,463.79303,-9.2323637
2576,195.4043,4.7474356,0.44238758,0.0,0,9.4838638,0.0,0.029904706,58.766541,9.5640478,463.83371,-9.2325153
2577,195.4045,4.7456737,0.44555146,0.0,0,9.4808941,0.0,0.030352449,58.637077,9.5598106,463.87436,-9.2327986
2578,195.4047,4.738049,0.44985583,0.0,0,9.4779606,0.0,0.030308882,58.535397,9.556386,463.91504,-9.2334976
2579,195.4049,4.7304354,0.45381051,0.0,0,9.4750338,0.0,0.030598028,58.425922,9.5536528,463.95569,-9.2338486
2580,195.4051,4.7277594,0.45462444,0.0,0,9.4721079,0.0,0.030992156,58.287502,9.5506058,463.99637,-9.2333136
2581,195.4053,4.7355242,0.45910168,0.0,0,9.4691811,0.0,0.030994572,58.399654,9.5496769,464.03705,-9.2334661
2582,195.4055,4.7530351,0.46366709,0.0,0,9.4662552,0.0,0.031197406,58.626949,9.5470619,464.0777,-9.2339792
2583,195.4057,4.7672219,0.46315649,0.0,0,9.4633293,0.0,0.031532232,58.816624,9.5414209,464.11838,-9.2339277
2584,195.4059,4.7721677,0.4681251,0.0,0,9.4604025,0.0,0.03166905,58.888008,9.5372915,464.15903,-9.2334032
2585,195.4061,4.7665086,0.47327909,0.0,0,9.4574747,0.0,0.03188172,58.861317,9.5359535,464.19971,-9.232976
2586,195.4063,4.7614112,0.47193804,0.0,0,9.4545488,0.0,0.03216137,58.756348,9.5338202,464.24039,-9.2334747
2587,195.4065,4.7537808,0.47762918,0.0,0,9.451623,0.0,0.032344043,58.618904,9.5287685,464.28104,-9.2340698
2588,195.4067,4.7339354,0.48368379,0.0,0,9.4486961,0.0,0.03254056,58.367916,9.5263052,464.32172,-9.2340107
2589,195.4069,4.7222171,0.48123211,0.0,0,9.4457693,0.0,0.032756466,58.169495,9.5267153,464.36237,-9.2333107
2590,195.4071,4.7235937,0.48610988,0.0,0,9.4428434,0.0,0.032969769,58.114063,9.5223722,464.40305,-9.2330685
2591,195.4073,4.7399893,0.49339628,0.0,0,9.4399176,0.0,0.033130892,58.284084,9.5172091,464.44373,-9.233037
2592,195.4075,4.7632408,0.49019304,0.0,0,9.4369907,0.0,0.033241432,58.630329,9.5127449,464.48438,-9.2336025
2593,195.4077,4.7713814,0.49402457,0.0,0,9.4340639,0.0,0.033524435,58.73423,9.5098867,464.52505,-9.2343359
2594,195.4079,4.771687,0.50213754,0.0,0,9.431138,0.0,0.033718668,58.739712,9.5093222,464.5657,-9.234129
2595,195.4081,4.771944,0.49931735,0.0,0,9.4282112,0.0,0.033826724,58.734097,9.5061178,464.60638,-9.2341709
2596,195.4083,4.7654076,0.50342494,0.0,0,9.4252853,0.0,0.034176406,58.631889,9.5015974,464.64706,-9.2343025
2597,195.4085,4.7555704,0.51205999,0.0,0,9.4223585,0.0,0.03439983,58.52187,9.4988623,464.68771,-9.2338734
2598,195.4087,4.7424798,0.50900978,0.0,0,9.4194326,0.0,0.034483049,58.401836,9.4961157,464.72839,-9.2337885
2599,195.4089,4.7355042,0.51241231,0.0,0,9.4165058,0.0,0.034921017,58.277935,9.4922361,464.76248,-9.2336464
2600,195.4091,4.740253,0.52083176,0.0,0,9.413579,0.0,0.035119131,58.2621,9.4919043,464.78998,-9.2331991
2601,195.4093,4.7494426,0.51774448,0.0,0,9.4106531,0.0,0.035034034,58.394958,9.4916897,464.8175,-9.2336607
2602,195.4095,4.7687726,0.52035457,0.0,0,9.4077272,0.0,0.035445977,58.568905,9.4898586,464.845,-9.2337303
2603,195.4097,4.7812791,0.52794129,0.0,0,9.4048004,0.0,0.035624642,58.724751,9.4851608,464.87253,-9.2332077
2604,195.4099,4.7819333,0.52569729,0.0,0,9.4018736,0.0,0.035471905,58.752609,9.4806643,464.90002,-9.2336693
2605,195.4101,4.7774782,0.52882028,0.0,0,9.3989477,0.0,0.03597039,58.625011,9.4790535,464.92752,-9.2344704
2606,195.4103,4.7668986,0.53682131,0.0,0,9.3960209,0.0,0.036323991,58.547585,9.4757252,464.95505,-9.2351789
2607,195.4105,4.7589746,0.53621286,0.0,0,9.393095,0.0,0.036204804,58.429752,9.4728422,464.98254,-9.2354803
2608,195.4107,4.7509017,0.5386768,0.0,0,9.3901691,0.0,0.036682386,58.274143,9.4691381,465.01007,-9.2342625
2609,195.4109,4.7471476,0.54534692,0.0,0,9.3872423,0.0,0.037027888,58.236809,9.4656219,465.03757,-9.2330427
2610,195.4111,4.7526617,0.54543626,0.0,0,9.3843155,0.0,0.03683405,58.27652,9.4636211,465.06509,-9.2327204
2611,195.4113,4.7663755,0.54757833,0.0,0,9.3813896,0.0,0.037230302,58.417568,9.4604378,465.09259,-9.2328243
2612,195.4115,4.7779579,0.55266196,0.0,0,9.3784628,0.0,0.037624694,58.564648,9.4569149,465.12012,-9.232523
2613,195.4117,4.7827268,0.55318093,0.0,0,9.3755369,0.0,0.037429325,58.688175,9.4515104,465.14761,-9.2330303
2614,195.4119,4.7804456,0.55556816,0.0,0,9.3726101,0.0,0.037739936,58.698029,9.4467754,465.17511,-9.2339106
2615,195.4121,4.7730384,0.55983078,0.0,0,9.3696833,0.0,0.038126919,58.542828,9.4457788,465.20264,-9.2337408
2616,195.4123,4.7620745,0.56133163,0.0,0,9.3667564,0.0,0.037998244,58.404861,9.4448032,465.23013,-9.2339973
2617,195.4125,4.749073,0.56395042,0.0,0,9.3638315,0.0,0.038315821,58.240353,9.4418697,465.25766,-9.2348995
2618,195.4127,4.7463002,0.56731755,0.0,0,9.3609047,0.0,0.038744301,58.16272,9.438117,465.28516,-9.2348442
2619,195.4129,4.753334,0.57075554,0.0,0,9.3579779,0.0,0.038665883,58.258335,9.432766,465.31268,-9.2341967
2620,195.4131,4.7657075,0.57428354,0.0,0,9.355051,0.0,0.03889636,58.382488,9.4306803,465.34018,-9.2335815
2621,195.4133,4.7795205,0.57598096,0.0,0,9.3521252,0.0,0.039313618,58.526699,9.4298077,465.36768,-9.2333679
2622,195.4135,4.7913604,0.57954705,0.0,0,9.3491983,0.0,0.039287023,58.61097,9.427434,465.3952,-9.2332792
2623,195.4137,4.7958713,0.58296484,0.0,0,9.3462725,0.0,0.039486438,58.567871,9.4262133,465.4227,-9.2326317
2624,195.4139,4.7914848,0.58311725,0.0,0,9.3433456,0.0,0.039872434,58.561401,9.4229832,465.45023,-9.2326422
2625,195.4141,4.7815809,0.58827782,0.0,0,9.3404198,0.0,0.039937813,58.459511,9.4187183,465.47772,-9.2329025
2626,195.4143,4.7751327,0.59270293,0.0,0,9.3374929,0.0,0.040122706,58.380669,9.4143,465.50525,-9.2328911
2627,195.4145,4.7711086,0.59127182,0.0,0,9.3345671,0.0,0.040444586,58.295227,9.412797,465.53275,-9.2334375
2628,195.4147,4.7677374,0.59683597,0.0,0,9.3316412,0.0,0.040597007,58.254375,9.4125433,465.56027,-9.2341614
2629,195.4149,4.7721272,0.60294187,0.0,0,9.3287144,0.0,0.040752552,58.365688,9.4091177,465.58777,-9.2347422
2630,195.4151,4.7766356,0.6007117,0.0,0,9.3257875,0.0,0.041017015,58.436687,9.4070311,465.61526,-9.234705
2631,195.4153,4.7872553,0.60477149,0.0,0,9.3228617,0.0,0.041219238,58.550377,9.4040575,465.64279,-9.2339334
2632,195.4155,4.7968798,0.61168206,0.0,0,9.3199348,0.0,0.041347556,58.641041,9.4006815,465.67029,-9.2337818
2633,195.4157,4.7969275,0.60905415,0.0,0,9.317008,0.0,0.041524913,58.646469,9.3958883,465.69781,-9.2332973
